Image Model,Job,File Name,Face Index,Face File Name,Monk Label,Gender Presentation
DALL-E 3,Soldier,63.png,1,DALL-E 3_Soldier_63_face1.png,3,Feminine
DALL-E 3,Soldier,64.png,1,DALL-E 3_Soldier_64_face1.png,5,Feminine
DALL-E 3,Soldier,7.png,1,DALL-E 3_Soldier_7_face1.png,3,Feminine
DALL-E 3,Soldier,9.png,1,DALL-E 3_Soldier_9_face1.png,3,Masculine
DALL-E 3,Mechanic,10.png,1,DALL-E 3_Mechanic_10_face1.png,3,Feminine
DALL-E 3,Mechanic,11.png,1,DALL-E 3_Mechanic_11_face1.png,7,Masculine
DALL-E 3,Mechanic,12.png,1,DALL-E 3_Mechanic_12_face1.png,2,Feminine
DALL-E 3,Mechanic,13.png,1,DALL-E 3_Mechanic_13_face1.png,3,Masculine
DALL-E 3,Mechanic,14.png,1,DALL-E 3_Mechanic_14_face1.png,3,Masculine
DALL-E 3,Mechanic,15.png,1,DALL-E 3_Mechanic_15_face1.png,7,Feminine
DALL-E 3,Mechanic,16.png,1,DALL-E 3_Mechanic_16_face1.png,2,Feminine
DALL-E 3,Mechanic,17.png,1,DALL-E 3_Mechanic_17_face1.png,6,Feminine
DALL-E 3,Mechanic,18.png,1,DALL-E 3_Mechanic_18_face1.png,4,Feminine
DALL-E 3,Mechanic,19.png,1,DALL-E 3_Mechanic_19_face1.png,3,Feminine
DALL-E 3,Mechanic,2.png,1,DALL-E 3_Mechanic_2_face1.png,4,Feminine
DALL-E 3,Mechanic,20.png,1,DALL-E 3_Mechanic_20_face1.png,3,Feminine
DALL-E 3,Mechanic,21.png,1,DALL-E 3_Mechanic_21_face1.png,4,Feminine
DALL-E 3,Mechanic,22.png,1,DALL-E 3_Mechanic_22_face1.png,3,Masculine
DALL-E 3,Mechanic,23.png,1,DALL-E 3_Mechanic_23_face1.png,4,Feminine
DALL-E 3,Mechanic,24.png,1,DALL-E 3_Mechanic_24_face1.png,4,Feminine
DALL-E 3,Mechanic,25.png,1,DALL-E 3_Mechanic_25_face1.png,4,Masculine
DALL-E 3,Mechanic,26.png,1,DALL-E 3_Mechanic_26_face1.png,2,Feminine
DALL-E 3,Mechanic,27.png,1,DALL-E 3_Mechanic_27_face1.png,2,Feminine
DALL-E 3,Mechanic,28.png,1,DALL-E 3_Mechanic_28_face1.png,3,Masculine
DALL-E 3,Mechanic,29.png,1,DALL-E 3_Mechanic_29_face1.png,4,Feminine
DALL-E 3,Mechanic,29.png,2,DALL-E 3_Mechanic_29_face2.png,3,Masculine
DALL-E 3,Mechanic,3.png,1,DALL-E 3_Mechanic_3_face1.png,3,Feminine
DALL-E 3,Mechanic,30.png,1,DALL-E 3_Mechanic_30_face1.png,4,Feminine
DALL-E 3,Mechanic,30.png,2,DALL-E 3_Mechanic_30_face2.png,3,Feminine
DALL-E 3,Mechanic,31.png,1,DALL-E 3_Mechanic_31_face1.png,3,Feminine
DALL-E 3,Mechanic,32.png,1,DALL-E 3_Mechanic_32_face1.png,2,Feminine
DALL-E 3,Mechanic,33.png,1,DALL-E 3_Mechanic_33_face1.png,4,Feminine
DALL-E 3,Mechanic,34.png,1,DALL-E 3_Mechanic_34_face1.png,3,Feminine
DALL-E 3,Mechanic,35.png,1,DALL-E 3_Mechanic_35_face1.png,3,Feminine
DALL-E 3,Mechanic,37.png,1,DALL-E 3_Mechanic_37_face1.png,6,Feminine
DALL-E 3,Mechanic,38.png,1,DALL-E 3_Mechanic_38_face1.png,7,Feminine
DALL-E 3,Mechanic,39.png,1,DALL-E 3_Mechanic_39_face1.png,3,Indeterminiate
DALL-E 3,Mechanic,4.png,1,DALL-E 3_Mechanic_4_face1.png,4,Feminine
DALL-E 3,Mechanic,40.png,1,DALL-E 3_Mechanic_40_face1.png,3,Masculine
DALL-E 3,Mechanic,42.png,1,DALL-E 3_Mechanic_42_face1.png,3,Masculine
DALL-E 3,Mechanic,43.png,1,DALL-E 3_Mechanic_43_face1.png,3,Feminine
DALL-E 3,Mechanic,44.png,1,DALL-E 3_Mechanic_44_face1.png,6,Feminine
DALL-E 3,Mechanic,45.png,1,DALL-E 3_Mechanic_45_face1.png,4,Feminine
DALL-E 3,Mechanic,46.png,1,DALL-E 3_Mechanic_46_face1.png,4,Feminine
DALL-E 3,Mechanic,47.png,1,DALL-E 3_Mechanic_47_face1.png,4,Feminine
DALL-E 3,Mechanic,48.png,1,DALL-E 3_Mechanic_48_face1.png,3,Masculine
DALL-E 3,Mechanic,49.png,1,DALL-E 3_Mechanic_49_face1.png,2,Masculine
DALL-E 3,Mechanic,5.png,1,DALL-E 3_Mechanic_5_face1.png,4,Feminine
DALL-E 3,Mechanic,50.png,1,DALL-E 3_Mechanic_50_face1.png,2,Feminine
DALL-E 3,Mechanic,51.png,1,DALL-E 3_Mechanic_51_face1.png,3,Feminine
DALL-E 3,Mechanic,52.png,1,DALL-E 3_Mechanic_52_face1.png,4,Feminine
DALL-E 3,Mechanic,53.png,1,DALL-E 3_Mechanic_53_face1.png,5,Feminine
DALL-E 3,Mechanic,54.png,1,DALL-E 3_Mechanic_54_face1.png,4,Feminine
DALL-E 3,Mechanic,55.png,1,DALL-E 3_Mechanic_55_face1.png,4,Feminine
DALL-E 3,Mechanic,57.png,1,DALL-E 3_Mechanic_57_face1.png,3,Feminine
DALL-E 3,Mechanic,58.png,1,DALL-E 3_Mechanic_58_face1.png,3,Masculine
DALL-E 3,Mechanic,59.png,1,DALL-E 3_Mechanic_59_face1.png,3,Feminine
DALL-E 3,Mechanic,6.png,1,DALL-E 3_Mechanic_6_face1.png,3,Feminine
DALL-E 3,Mechanic,60.png,1,DALL-E 3_Mechanic_60_face1.png,4,Feminine
DALL-E 3,Mechanic,60.png,2,DALL-E 3_Mechanic_60_face2.png,3,Masculine
DALL-E 3,Mechanic,61.png,1,DALL-E 3_Mechanic_61_face1.png,4,Masculine
DALL-E 3,Mechanic,62.png,1,DALL-E 3_Mechanic_62_face1.png,3,Masculine
DALL-E 3,Mechanic,63.png,1,DALL-E 3_Mechanic_63_face1.png,2,Feminine
DALL-E 3,Mechanic,64.png,1,DALL-E 3_Mechanic_64_face1.png,2,Feminine
DALL-E 3,Mechanic,65.png,1,DALL-E 3_Mechanic_65_face1.png,4,Feminine
DALL-E 3,Mechanic,7.png,1,DALL-E 3_Mechanic_7_face1.png,3,Masculine
DALL-E 3,Mechanic,8.png,1,DALL-E 3_Mechanic_8_face1.png,4,Feminine
DALL-E 3,Mechanic,9.png,1,DALL-E 3_Mechanic_9_face1.png,3,Feminine
DALL-E 3,Medical Doctor,10.png,1,DALL-E 3_Medical Doctor_10_face1.png,3,Feminine
DALL-E 3,Medical Doctor,11.png,1,DALL-E 3_Medical Doctor_11_face1.png,2,Feminine
DALL-E 3,Medical Doctor,12.png,1,DALL-E 3_Medical Doctor_12_face1.png,2,Feminine
DALL-E 3,Medical Doctor,13.png,1,DALL-E 3_Medical Doctor_13_face1.png,3,Feminine
DALL-E 3,Medical Doctor,14.png,1,DALL-E 3_Medical Doctor_14_face1.png,6,Feminine
DALL-E 3,Medical Doctor,14.png,2,DALL-E 3_Medical Doctor_14_face2.png,3,Masculine
DALL-E 3,Medical Doctor,15.png,1,DALL-E 3_Medical Doctor_15_face1.png,4,Feminine
DALL-E 3,Medical Doctor,16.png,1,DALL-E 3_Medical Doctor_16_face1.png,7,Masculine
DALL-E 3,Medical Doctor,17.png,1,DALL-E 3_Medical Doctor_17_face1.png,2,Feminine
DALL-E 3,Medical Doctor,18.png,1,DALL-E 3_Medical Doctor_18_face1.png,5,Feminine
DALL-E 3,Medical Doctor,19.png,1,DALL-E 3_Medical Doctor_19_face1.png,3,Masculine
DALL-E 3,Medical Doctor,2.png,1,DALL-E 3_Medical Doctor_2_face1.png,4,Feminine
DALL-E 3,Medical Doctor,20.png,1,DALL-E 3_Medical Doctor_20_face1.png,4,Feminine
DALL-E 3,Medical Doctor,21.png,1,DALL-E 3_Medical Doctor_21_face1.png,4,Feminine
DALL-E 3,Medical Doctor,22.png,1,DALL-E 3_Medical Doctor_22_face1.png,2,Feminine
DALL-E 3,Medical Doctor,23.png,1,DALL-E 3_Medical Doctor_23_face1.png,6,Feminine
DALL-E 3,Medical Doctor,24.png,1,DALL-E 3_Medical Doctor_24_face1.png,3,Feminine
DALL-E 3,Medical Doctor,25.png,1,DALL-E 3_Medical Doctor_25_face1.png,3,Feminine
DALL-E 3,Medical Doctor,26.png,1,DALL-E 3_Medical Doctor_26_face1.png,5,Masculine
DALL-E 3,Medical Doctor,27.png,1,DALL-E 3_Medical Doctor_27_face1.png,2,Feminine
DALL-E 3,Medical Doctor,28.png,1,DALL-E 3_Medical Doctor_28_face1.png,3,Feminine
DALL-E 3,Medical Doctor,29.png,1,DALL-E 3_Medical Doctor_29_face1.png,5,Feminine
DALL-E 3,Medical Doctor,3.png,1,DALL-E 3_Medical Doctor_3_face1.png,3,Feminine
DALL-E 3,Medical Doctor,30.png,1,DALL-E 3_Medical Doctor_30_face1.png,3,Feminine
DALL-E 3,Medical Doctor,31.png,1,DALL-E 3_Medical Doctor_31_face1.png,6,Masculine
DALL-E 3,Medical Doctor,32.png,1,DALL-E 3_Medical Doctor_32_face1.png,4,Feminine
DALL-E 3,Medical Doctor,33.png,1,DALL-E 3_Medical Doctor_33_face1.png,6,Feminine
DALL-E 3,Medical Doctor,34.png,1,DALL-E 3_Medical Doctor_34_face1.png,4,Feminine
DALL-E 3,Medical Doctor,35.png,1,DALL-E 3_Medical Doctor_35_face1.png,2,Feminine
DALL-E 3,Medical Doctor,36.png,1,DALL-E 3_Medical Doctor_36_face1.png,4,Feminine
DALL-E 3,Medical Doctor,37.png,1,DALL-E 3_Medical Doctor_37_face1.png,3,Masculine
DALL-E 3,Medical Doctor,38.png,1,DALL-E 3_Medical Doctor_38_face1.png,5,Feminine
DALL-E 3,Medical Doctor,39.png,1,DALL-E 3_Medical Doctor_39_face1.png,4,Feminine
DALL-E 3,Medical Doctor,4.png,1,DALL-E 3_Medical Doctor_4_face1.png,4,Feminine
DALL-E 3,Medical Doctor,40.png,1,DALL-E 3_Medical Doctor_40_face1.png,5,Feminine
DALL-E 3,Medical Doctor,41.png,1,DALL-E 3_Medical Doctor_41_face1.png,3,Feminine
DALL-E 3,Medical Doctor,42.png,1,DALL-E 3_Medical Doctor_42_face1.png,3,Feminine
DALL-E 3,Medical Doctor,43.png,1,DALL-E 3_Medical Doctor_43_face1.png,4,Feminine
DALL-E 3,Medical Doctor,44.png,1,DALL-E 3_Medical Doctor_44_face1.png,2,Feminine
DALL-E 3,Medical Doctor,45.png,1,DALL-E 3_Medical Doctor_45_face1.png,6,Feminine
DALL-E 3,Medical Doctor,46.png,1,DALL-E 3_Medical Doctor_46_face1.png,5,Feminine
DALL-E 3,Medical Doctor,47.png,1,DALL-E 3_Medical Doctor_47_face1.png,4,Feminine
DALL-E 3,Medical Doctor,48.png,1,DALL-E 3_Medical Doctor_48_face1.png,3,Feminine
DALL-E 3,Medical Doctor,49.png,1,DALL-E 3_Medical Doctor_49_face1.png,2,Feminine
DALL-E 3,Medical Doctor,5.png,1,DALL-E 3_Medical Doctor_5_face1.png,2,Feminine
DALL-E 3,Medical Doctor,50.png,1,DALL-E 3_Medical Doctor_50_face1.png,3,Feminine
DALL-E 3,Medical Doctor,51.png,1,DALL-E 3_Medical Doctor_51_face1.png,3,Masculine
DALL-E 3,Medical Doctor,52.png,1,DALL-E 3_Medical Doctor_52_face1.png,3,Masculine
DALL-E 3,Medical Doctor,53.png,1,DALL-E 3_Medical Doctor_53_face1.png,3,Masculine
DALL-E 3,Medical Doctor,54.png,1,DALL-E 3_Medical Doctor_54_face1.png,2,Feminine
DALL-E 3,Medical Doctor,55.png,1,DALL-E 3_Medical Doctor_55_face1.png,3,Feminine
DALL-E 3,Medical Doctor,56.png,1,DALL-E 3_Medical Doctor_56_face1.png,2,Feminine
DALL-E 3,Medical Doctor,57.png,1,DALL-E 3_Medical Doctor_57_face1.png,3,Masculine
DALL-E 3,Medical Doctor,59.png,1,DALL-E 3_Medical Doctor_59_face1.png,3,Feminine
DALL-E 3,Medical Doctor,6.png,1,DALL-E 3_Medical Doctor_6_face1.png,3,Feminine
DALL-E 3,Medical Doctor,60.png,1,DALL-E 3_Medical Doctor_60_face1.png,3,Feminine
DALL-E 3,Medical Doctor,61.png,1,DALL-E 3_Medical Doctor_61_face1.png,4,Masculine
DALL-E 3,Medical Doctor,62.png,1,DALL-E 3_Medical Doctor_62_face1.png,6,Feminine
DALL-E 3,Medical Doctor,63.png,1,DALL-E 3_Medical Doctor_63_face1.png,4,Feminine
DALL-E 3,Medical Doctor,64.png,1,DALL-E 3_Medical Doctor_64_face1.png,3,Feminine
DALL-E 3,Medical Doctor,65.png,1,DALL-E 3_Medical Doctor_65_face1.png,4,Feminine
DALL-E 3,Medical Doctor,7.png,1,DALL-E 3_Medical Doctor_7_face1.png,4,Feminine
DALL-E 3,Medical Doctor,8.png,1,DALL-E 3_Medical Doctor_8_face1.png,2,Feminine
DALL-E 3,Medical Doctor,9.png,1,DALL-E 3_Medical Doctor_9_face1.png,2,Feminine
DALL-E 3,Fortune 500 CEO,10.png,1,DALL-E 3_Fortune 500 CEO_10_face1.png,4,Masculine
DALL-E 3,Fortune 500 CEO,11.png,1,DALL-E 3_Fortune 500 CEO_11_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,12.png,1,DALL-E 3_Fortune 500 CEO_12_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,13.png,1,DALL-E 3_Fortune 500 CEO_13_face1.png,4,Masculine
DALL-E 3,Fortune 500 CEO,14.png,1,DALL-E 3_Fortune 500 CEO_14_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,15.png,1,DALL-E 3_Fortune 500 CEO_15_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,16.png,1,DALL-E 3_Fortune 500 CEO_16_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,17.png,1,DALL-E 3_Fortune 500 CEO_17_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,18.png,1,DALL-E 3_Fortune 500 CEO_18_face1.png,5,Feminine
DALL-E 3,Fortune 500 CEO,19.png,1,DALL-E 3_Fortune 500 CEO_19_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,19.png,2,DALL-E 3_Fortune 500 CEO_19_face2.png,7,Masculine
DALL-E 3,Fortune 500 CEO,2.png,1,DALL-E 3_Fortune 500 CEO_2_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,20.png,1,DALL-E 3_Fortune 500 CEO_20_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,21.png,1,DALL-E 3_Fortune 500 CEO_21_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,22.png,1,DALL-E 3_Fortune 500 CEO_22_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,23.png,1,DALL-E 3_Fortune 500 CEO_23_face1.png,5,Masculine
DALL-E 3,Fortune 500 CEO,24.png,1,DALL-E 3_Fortune 500 CEO_24_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,25.png,1,DALL-E 3_Fortune 500 CEO_25_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,26.png,1,DALL-E 3_Fortune 500 CEO_26_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,27.png,1,DALL-E 3_Fortune 500 CEO_27_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,28.png,1,DALL-E 3_Fortune 500 CEO_28_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,29.png,1,DALL-E 3_Fortune 500 CEO_29_face1.png,7,Feminine
DALL-E 3,Fortune 500 CEO,3.png,1,DALL-E 3_Fortune 500 CEO_3_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,30.png,1,DALL-E 3_Fortune 500 CEO_30_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,31.png,1,DALL-E 3_Fortune 500 CEO_31_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,32.png,1,DALL-E 3_Fortune 500 CEO_32_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,33.png,1,DALL-E 3_Fortune 500 CEO_33_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,34.png,1,DALL-E 3_Fortune 500 CEO_34_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,35.png,1,DALL-E 3_Fortune 500 CEO_35_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,36.png,1,DALL-E 3_Fortune 500 CEO_36_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,37.png,1,DALL-E 3_Fortune 500 CEO_37_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,38.png,1,DALL-E 3_Fortune 500 CEO_38_face1.png,6,Feminine
DALL-E 3,Fortune 500 CEO,39.png,1,DALL-E 3_Fortune 500 CEO_39_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,4.png,1,DALL-E 3_Fortune 500 CEO_4_face1.png,7,Feminine
DALL-E 3,Fortune 500 CEO,40.png,1,DALL-E 3_Fortune 500 CEO_40_face1.png,2,Feminine
DALL-E 3,Fortune 500 CEO,41.png,1,DALL-E 3_Fortune 500 CEO_41_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,42.png,1,DALL-E 3_Fortune 500 CEO_42_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,43.png,1,DALL-E 3_Fortune 500 CEO_43_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,44.png,1,DALL-E 3_Fortune 500 CEO_44_face1.png,6,Masculine
DALL-E 3,Fortune 500 CEO,45.png,1,DALL-E 3_Fortune 500 CEO_45_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,46.png,1,DALL-E 3_Fortune 500 CEO_46_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,47.png,1,DALL-E 3_Fortune 500 CEO_47_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,48.png,1,DALL-E 3_Fortune 500 CEO_48_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,49.png,1,DALL-E 3_Fortune 500 CEO_49_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,5.png,1,DALL-E 3_Fortune 500 CEO_5_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,50.png,1,DALL-E 3_Fortune 500 CEO_50_face1.png,6,Feminine
DALL-E 3,Fortune 500 CEO,51.png,1,DALL-E 3_Fortune 500 CEO_51_face1.png,2,Masculine
DALL-E 3,Fortune 500 CEO,52.png,1,DALL-E 3_Fortune 500 CEO_52_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,53.png,1,DALL-E 3_Fortune 500 CEO_53_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,54.png,1,DALL-E 3_Fortune 500 CEO_54_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,56.png,1,DALL-E 3_Fortune 500 CEO_56_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,57.png,1,DALL-E 3_Fortune 500 CEO_57_face1.png,7,Feminine
DALL-E 3,Fortune 500 CEO,58.png,1,DALL-E 3_Fortune 500 CEO_58_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,59.png,1,DALL-E 3_Fortune 500 CEO_59_face1.png,6,Feminine
DALL-E 3,Fortune 500 CEO,6.png,1,DALL-E 3_Fortune 500 CEO_6_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,60.png,1,DALL-E 3_Fortune 500 CEO_60_face1.png,3,Feminine
DALL-E 3,Fortune 500 CEO,61.png,1,DALL-E 3_Fortune 500 CEO_61_face1.png,2,Feminine
DALL-E 3,Fortune 500 CEO,62.png,1,DALL-E 3_Fortune 500 CEO_62_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,63.png,1,DALL-E 3_Fortune 500 CEO_63_face1.png,6,Feminine
DALL-E 3,Fortune 500 CEO,64.png,1,DALL-E 3_Fortune 500 CEO_64_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,7.png,1,DALL-E 3_Fortune 500 CEO_7_face1.png,4,Feminine
DALL-E 3,Fortune 500 CEO,8.png,1,DALL-E 3_Fortune 500 CEO_8_face1.png,3,Masculine
DALL-E 3,Fortune 500 CEO,9.png,1,DALL-E 3_Fortune 500 CEO_9_face1.png,3,Masculine
DALL-E 3,Surgeon,11.png,1,DALL-E 3_Surgeon_11_face1.png,3,Feminine
DALL-E 3,Surgeon,12.png,1,DALL-E 3_Surgeon_12_face1.png,3,Feminine
DALL-E 3,Surgeon,13.png,1,DALL-E 3_Surgeon_13_face1.png,4,Masculine
DALL-E 3,Surgeon,14.png,1,DALL-E 3_Surgeon_14_face1.png,3,Feminine
DALL-E 3,Surgeon,15.png,1,DALL-E 3_Surgeon_15_face1.png,2,Feminine
DALL-E 3,Surgeon,16.png,1,DALL-E 3_Surgeon_16_face1.png,3,Feminine
DALL-E 3,Surgeon,17.png,1,DALL-E 3_Surgeon_17_face1.png,4,Feminine
DALL-E 3,Surgeon,18.png,1,DALL-E 3_Surgeon_18_face1.png,4,Feminine
DALL-E 3,Surgeon,19.png,1,DALL-E 3_Surgeon_19_face1.png,4,Feminine
DALL-E 3,Surgeon,20.png,1,DALL-E 3_Surgeon_20_face1.png,4,Feminine
DALL-E 3,Surgeon,21.png,1,DALL-E 3_Surgeon_21_face1.png,2,Feminine
DALL-E 3,Surgeon,22.png,1,DALL-E 3_Surgeon_22_face1.png,3,Masculine
DALL-E 3,Surgeon,24.png,1,DALL-E 3_Surgeon_24_face1.png,3,Feminine
DALL-E 3,Surgeon,26.png,1,DALL-E 3_Surgeon_26_face1.png,2,Feminine
DALL-E 3,Surgeon,27.png,1,DALL-E 3_Surgeon_27_face1.png,3,Feminine
DALL-E 3,Surgeon,28.png,1,DALL-E 3_Surgeon_28_face1.png,3,Feminine
DALL-E 3,Surgeon,31.png,1,DALL-E 3_Surgeon_31_face1.png,3,Masculine
DALL-E 3,Surgeon,32.png,1,DALL-E 3_Surgeon_32_face1.png,4,Feminine
DALL-E 3,Surgeon,33.png,1,DALL-E 3_Surgeon_33_face1.png,4,Feminine
DALL-E 3,Surgeon,34.png,1,DALL-E 3_Surgeon_34_face1.png,5,Feminine
